doi,file_name,status,oa_status,best_host_type,source_url,resolved_url,bytes,http_status,error
10.1063/5.0198197,,failed,gold,publisher,https://pubs.aip.org/aip/apm/article-pdf/doi/10.1063/5.0198197/19727852/031115_1_5.0198197.pdf,,0,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/aip/apm/article-pdf/doi/10.1063/5.0198197/19727852/031115_1_5.0198197.pdf')
10.1063/5.0202549,,failed,bronze,publisher,https://pubs.aip.org/aip/apl/article-pdf/doi/10.1063/5.0202549/19845775/132102_1_5.0202549.pdf,,0,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/aip/apl/article-pdf/doi/10.1063/5.0202549/19845775/132102_1_5.0202549.pdf')
10.1063/5.0207496,unpaywall_oa_0443.pdf,downloaded,hybrid,publisher,https://pure.tue.nl/ws/files/332522841/204701_1_5.0207496.pdf,https://pure.tue.nl/ws/files/332522841/204701_1_5.0207496.pdf,7019750,200.0,alt_location:repository:url_for_pdf
10.1063/5.0211178,,failed,gold,publisher,https://doi.org/10.1063/5.0211178,,0,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/apm/article/12/7/071121/3304144/Effect-of-neural-firing-pattern-on-NbOx-Al2O3')
10.1063/5.0214983,,failed,hybrid,publisher,https://pubs.aip.org/aip/jap/article-pdf/doi/10.1063/5.0214983/20134869/084102_1_5.0214983.pdf,,0,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/aip/jap/article-pdf/doi/10.1063/5.0214983/20134869/084102_1_5.0214983.pdf')
10.1063/5.0217534,,failed,hybrid,publisher,https://pubs.aip.org/aip/jap/article-pdf/doi/10.1063/5.0217534/20129309/085303_1_5.0217534.pdf,,0,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/aip/jap/article-pdf/doi/10.1063/5.0217534/20129309/085303_1_5.0217534.pdf')
10.1063/5.0218456,,failed,hybrid,publisher,https://doi.org/10.1063/5.0218456,,0,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/jap/article/136/10/105302/3312074/Permittivity-enhancement-of-Al2O3-ZrO2-dielectrics')
10.1063/5.0222271,unpaywall_oa_0448.pdf,downloaded,hybrid,publisher,https://www.osti.gov/biblio/2478638,https://www.osti.gov/servlets/purl/2478638,5865061,200.0,alt_location:repository:url
10.1063/5.0225676,,failed,hybrid,publisher,https://pubs.aip.org/aip/jap/article-pdf/doi/10.1063/5.0225676/20115596/075702_1_5.0225676.pdf,,0,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/aip/jap/article-pdf/doi/10.1063/5.0225676/20115596/075702_1_5.0225676.pdf')
10.1063/5.0225744,,failed,hybrid,publisher,https://doi.org/10.1063/5.0225744,,0,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/jap/article/136/11/115301/3312990/An-innovative-approach-to-control-the-Hf-Ti-ratio')
10.1063/5.0246311,unpaywall_oa_0451.pdf,downloaded,hybrid,publisher,https://pure.tue.nl/ws/files/353888092/063505_1_5.0246311.pdf,https://pure.tue.nl/ws/files/353888092/063505_1_5.0246311.pdf,2401268,200.0,alt_location:repository:url_for_pdf
10.1063/5.0247683,,failed,gold,publisher,https://doi.org/10.1063/5.0247683,,0,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/adv/article/15/2/025010/3333671/UV-degradation-analysis-of-TOPCon-cells')
10.1063/5.0250685,,failed,gold,publisher,https://doi.org/10.1063/5.0250685,,0,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/apm/article/13/6/061105/3348315/Confined-space-annealing-of-2D-transition-metal')
10.1063/5.0264293,,failed,hybrid,publisher,https://doi.org/10.1063/5.0264293,,0,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/jap/article/137/22/225303/3349425/High-density-supercapacitors-with-atomic-layer')
10.1063/5.0274282,,failed,hybrid,publisher,https://doi.org/10.1063/5.0274282,,0,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/jap/article/138/5/055301/3357258/Study-of-the-interfacial-reaction-of-high-Al2O3')
10.1063/6.0002331,unpaywall_oa_0456.pdf,downloaded,gold,publisher,https://ris.utwente.nl/ws/files/312531876/025237_1_online.pdf,https://ris.utwente.nl/ws/files/312531876/025237_1_online.pdf,5332991,200.0,alt_location:repository:url_for_pdf
10.1063/6.0004254,,failed,gold,publisher,https://doi.org/10.1063/6.0004254,,0,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/adv/article/15/4/045008/3342416/Atomic-layer-deposited-Ta2O5-From-process')
10.1080/15980316.2025.2492615,,failed,gold,publisher,https://doi.org/10.1080/15980316.2025.2492615,,0,,HTTPError('403 Client Error: Forbidden for url: https://www.tandfonline.com/doi/full/10.1080/15980316.2025.2492615')
10.1088/1361-6463/ac360c,,failed,hybrid,publisher,https://iopscience.iop.org/article/10.1088/1361-6463/ac360c/pdf,https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=30b0dbf5-4dfb-4a8b-95e8-03088a328f3d&ssb=56063284201&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6463%2Fac360c%2Fpdf&ssi=d3245ce4-cnvj-4822-b291-09cca9791ea3&ssk=botmanager_support@radware.com&ssm=74370173400477250134592473379111&ssn=099e97812611837f4977e2e6fa4b9e41e5467cf1ab9e-0909-49e2-81e0f6&sso=9814db76-bebb423af5821b879f0ddafbd78b0a0248bb7f712b1f3f2d&ssp=45527210021778869526177889240291698&ssq=64263666354751745944363545490305876092678&ssr=MTgyLjY5LjE3Ni4xMA==&sst=ALD%20corpus%20builder%20(mailto:dabeetkd24@iitk.ac.in)&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjkwMDA3Y2YxYWI5ZS0wOTA5LTQ5ZTItOGI3Ni1iZWJiNDIzYWY1ODIxLTE3Nzg4NjM1NDU5NzgxNDczLTAwMzYzZWYzODgwZWU4ZTcwMTgxMyIsInJkIjoiaW9wLm9yZyIsInV6bXgiOiI3ZjkwMDBiMjVmNjkyMy1kMmRlLTQ1YWMtYTg2ZC0xMDQxYzQ1NTc5OTQxLTE3Nzg4NjM1NDU5NzgxNDczLWY2NzExNjE5ZTU4YWVjZjIxMyJ9,14371,200.0,downloaded response was not a PDF
10.1088/1361-6463/ad8663,unpaywall_oa_0460.pdf,downloaded,hybrid,publisher,https://eprints.soton.ac.uk/496117/1/Rowlinson_2025_J._Phys._D_Appl._Phys._58_025308.pdf,https://eprints.soton.ac.uk/496117/1/Rowlinson_2025_J._Phys._D_Appl._Phys._58_025308.pdf,4197737,200.0,alt_location:repository:url_for_pdf
10.1088/1361-6501/acc2d7,,failed,hybrid,publisher,https://doi.org/10.1088/1361-6501/acc2d7,https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=eebf143d-d4d7-4f3d-b0f6-a7f7ef3e65a7&ssb=72898213821&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6501%2Facc2d7&ssi=946dfb88-cnvj-4f42-b9b0-d29a7b1ad398&ssk=botmanager_support@radware.com&ssm=79662005297484169134309784992493&ssn=21a550b7da7161c5288df4cd06084e36ec5f2e320447-89d3-46b8-bee27e&sso=3fcd0457-cd3675240a7fdbb0424324d4c36cdf1c0de64607a76dd7d2&ssp=98082408101778869183177883597840625&ssq=22208466354818601421063546268489175013103&ssr=MTgyLjY5LjE3Ni4xMA==&sst=ALD%20corpus%20builder%20(mailto:dabeetkd24@iitk.ac.in)&ssu=&ssv=&ssw=&ssx=eyJ1em14IjoiN2Y5MDAwYTlmMjdhOTQtN2I1ZC00NmMzLTk4ZjUtOWVkODIwY2YyMjE5MS0xNzc4ODYzNTQ3MDAxMTMzMi1mZGRmOTIwMjA5NjY0ZDdjMTMiLCJfX3V6bWYiOiI3ZjkwMDAyZTMyMDQ0Ny04OWQzLTQ2YjgtYjQ1Ny1jZDM2NzUyNDBhN2YxLTE3Nzg4NjM1NDcwMDExMzMyLTAwMzNjYzk3MmU4NTE0Yjk5N2UxMyIsInJkIjoiaW9wLm9yZyJ9,0,200.0,no PDF link found on OA page
10.1088/1361-6528/acc036,,failed,hybrid,publisher,https://iopscience.iop.org/article/10.1088/1361-6528/acc036/pdf,https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=b79eb114-dae3-43de-ae27-8c371aa0a70f&ssb=53107202577&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6528%2Facc036%2Fpdf&ssi=966686d4-cnvj-4cbd-a207-0cb76c583116&ssk=botmanager_support@radware.com&ssm=81762947821263421131269263074895&ssn=0310eae1966ba0de56aeed9e6d38e91c514415c7ad51-9907-4179-a31448&sso=d150a124-514c0f5e11f63b7442066806c962e2f2be1aab2a647ad838&ssp=45858638391778869919177880279441599&ssq=38293086355095264233663549094528699411569&ssr=MTgyLjY5LjE3Ni4xMA==&sst=ALD%20corpus%20builder%20(mailto:dabeetkd24@iitk.ac.in)&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjkwMDAxNWM3YWQ1MS05OTA3LTQxNzktYTEyNC01MTRjMGY1ZTExZjYxLTE3Nzg4NjM1NDkxMzgxMzE2LTAwMzgwOTAxYmFlMjZkMWMwOTYxMyIsInJkIjoiaW9wLm9yZyIsInV6bXgiOiI3ZjkwMDAwYzJkZjY3Mi0xOGU5LTQ5MjAtOGJiMy1jMmJkNGE1MWFjZjgxLTE3Nzg4NjM1NDkxMzgxMzE2LWQ1ZTE2Zjk4ODIyNWQyN2UxMyJ9,0,200.0,no PDF link found on OA page
10.1088/1361-6528/acc038,,failed,hybrid,publisher,https://iopscience.iop.org/article/10.1088/1361-6528/acc038/pdf,https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=6ed75a05-a191-4d60-899b-3af6317ff300&ssb=52984272765&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6528%2Facc038%2Fpdf&ssi=76c044a0-cnvj-4ccb-b816-f8a3364bb8ed&ssk=botmanager_support@radware.com&ssm=51794530087287821134021848277361&ssn=29d0400cb85696a0e1d047ea214788deba36180cb113-1ff6-45af-bf1eb1&sso=5c530548-10b7c878e60477c087c6a9a283d32b69dad1b0ff6fdda372&ssp=89816530771778859057177889879488782&ssq=37220616355156368209263549162556200756882&ssr=MTgyLjY5LjE3Ni4xMA==&sst=ALD%20corpus%20builder%20(mailto:dabeetkd24@iitk.ac.in)&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJ1em14IjoiN2Y5MDAwYTlmZTk5NzYtYTllNi00YmE1LWJlODAtMWNiZTg1OGNjZTJiMS0xNzc4ODYzNTQ5ODg3MTE3Mi0xNGIzMzI5M2Q5YzJiZmMwMTMiLCJfX3V6bWYiOiI3ZjkwMDAxODBjYjExMy0xZmY2LTQ1YWYtYjU0OC0xMGI3Yzg3OGU2MDQxLTE3Nzg4NjM1NDk4ODcxMTcyLTAwMzIyYzQ4YzljNzFjODNiMmYxMyJ9,0,200.0,no PDF link found on OA page
10.1088/1361-6528/ace057,,failed,hybrid,publisher,https://doi.org/10.1088/1361-6528/ace057,https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=4759ca95-0512-46f9-8ad2-a7f723f2f17f&ssb=52984272765&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6528%2Face057&ssi=f1db217c-cnvj-4286-847c-a3f47ecf4d16&ssk=botmanager_support@radware.com&ssm=51794530087287821134021848277361&ssn=29d0400cffc4236c2e7017fce08688deba36dd37c057-8b25-47e3-8f1eb1&sso=5c5308f4-6b00c6a51a8677c087c6813d63280916f979c1b06fdda372&ssp=89816530771778859057177889879488782&ssq=37220616355156368209263550162556200756882&ssr=MTgyLjY5LjE3Ni4xMA==&sst=ALD%20corpus%20builder%20(mailto:dabeetkd24@iitk.ac.in)&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJ1em14IjoiN2Y5MDAwNGNiZjg1NDMtNTQ3Yi00Zjc5LWI3ZmYtMjViNjRmNzc3ZjYxMS0xNzc4ODYzNTUwMTg2MTM5NC04MWRiMTMyMGU4YjhkNWI0MTMiLCJfX3V6bWYiOiI3ZjkwMDBkZDM3YzA1Ny04YjI1LTQ3ZTMtODhmNC02YjAwYzZhNTFhODYxLTE3Nzg4NjM1NTAxODYxMzk0LTAwM2M0ZDZmNTY2MjdlYWY2YTYxMyJ9,0,200.0,no PDF link found on OA page
10.1088/1361-6528/ad0d23,,failed,hybrid,publisher,https://doi.org/10.1088/1361-6528/ad0d23,https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=34dd5342-ecf7-44ac-b802-59a518077ffc&ssb=58338290814&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6528%2Fad0d23&ssi=105972d4-cnvj-4c57-9b20-df2cf1b985a9&ssk=botmanager_support@radware.com&ssm=03648805299287877133601329568155&ssn=6b5656aea8aaed22cca350f7a5b004ea07b758ad07c8-3362-49a5-a1b004&sso=5a11277c-cc6382fedefc8a193bf7670c6808ec929aa88e193e48638d&ssp=69309961141778881266177889515616681&ssq=26231116355338253442263551055799047355455&ssr=MTgyLjY5LjE3Ni4xMA==&sst=ALD%20corpus%20builder%20(mailto:dabeetkd24@iitk.ac.in)&ssu=&ssv=&ssw=&ssx=eyJ1em14IjoiN2Y5MDAwM2E2MWUyYjAtNWVkMC00YTRlLWI2ZWUtMzFjMTY2ZTVhMDFiMS0xNzc4ODYzNTUxMTMwMjQzNi1hODgzYmZkOTJjOTg4MjBlMTMiLCJfX3V6bWYiOiI3ZjkwMDA1OGFkMDdjOC0zMzYyLTQ5YTUtYTc3Yy1jYzYzODJmZWRlZmMxLTE3Nzg4NjM1NTExMzAyNDM2LTAwM2JmZDQ1OGQ0OTUxMTc2NGUxMyIsInJkIjoiaW9wLm9yZyJ9,0,200.0,no PDF link found on OA page
10.1088/1361-6528/ad1059,,failed,hybrid,publisher,https://iopscience.iop.org/article/10.1088/1361-6528/ad1059/pdf,https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=57399903-4d9f-47fc-bebe-d3f2d985605a&ssb=47089283604&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6528%2Fad1059%2Fpdf&ssi=59b8c4ae-cnvj-4832-91f2-3d1b810087dc&ssk=botmanager_support@radware.com&ssm=20722395481069178132007437110130&ssn=c7b012ff83bd1c7a6c22f7accf98234787f3b9be6341-e59a-4b8b-b759d5&sso=5b82a3dc-36b99419dfa59e51e1c174e9038395b1826d03e8ae12a2fa&ssp=69570085941778811206177889004537427&ssq=30628666355484800494663552683683653463903&ssr=MTgyLjY5LjE3Ni4xMA==&sst=ALD%20corpus%20builder%20(mailto:dabeetkd24@iitk.ac.in)&ssu=&ssv=&ssw=&ssx=eyJ1em14IjoiN2Y5MDAwNDI4ZjMyNWQtY2U4ZS00YjNhLWI0Y2EtY2E2N2JjODkwOTExMS0xNzc4ODYzNTUyMjAwMjExMS0yYzEwY2Q4NWY4YjU2YTAzMTMiLCJfX3V6bWYiOiI3ZjkwMDBiOWJlNjM0MS1lNTlhLTRiOGItYjNkYy0zNmI5OTQxOWRmYTUxLTE3Nzg4NjM1NTIyMDAyMTExLTAwM2EzMDdmNDExZGE3ZDY0ZmUxMyIsInJkIjoiaW9wLm9yZyJ9,0,200.0,no PDF link found on OA page
10.1088/1361-6528/ad2573,,failed,bronze,publisher,https://iopscience.iop.org/article/10.1088/1361-6528/ad2573/pdf,https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=4e75616b-3615-4112-9d46-068b95bb0bc2&ssb=09075255124&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6528%2Fad2573%2Fpdf&ssi=32902f99-cnvj-462a-95b2-9276895f8dea&ssk=botmanager_support@radware.com&ssm=57115748181081658134490572295322&ssn=ec0f20d03e48d9b4d74ed9c3568140603cae94e22603-7279-4f5d-a71a62&sso=025e9393-c86c81995df6ccd3f0d21297de382d21d1c211bb2d552ae5&ssp=49213423151778871350177889958090830&ssq=17320976355586094520963553653088980963683&ssr=MTgyLjY5LjE3Ni4xMA==&sst=ALD%20corpus%20builder%20(mailto:dabeetkd24@iitk.ac.in)&ssu=&ssv=&ssw=&ssx=eyJ1em14IjoiN2Y5MDAwOTAzMDM2YzktOTNlYi00MjUyLWExZjEtZDY4MjVlZGNhZjdiMS0xNzc4ODYzNTUzODU3MTE5OC0yOWI1MzYyMmQzNjY2MjgxMTMiLCJfX3V6bWYiOiI3ZjkwMDA5NGUyMjYwMy03Mjc5LTRmNWQtYTM5My1jODZjODE5OTVkZjYxLTE3Nzg4NjM1NTM4NTcxMTk4LTAwM2JjMTgzY2I0MDNjMTg0NTMxMyIsInJkIjoiaW9wLm9yZyJ9,0,200.0,no PDF link found on OA page
10.1088/1361-6528/ad28d6,,failed,bronze,publisher,https://iopscience.iop.org/article/10.1088/1361-6528/ad28d6/pdf,https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=75c88fda-465f-4b68-bb3c-6945347ace6a&ssb=47089283604&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6528%2Fad28d6%2Fpdf&ssi=38d8df7b-cnvj-4037-a3e6-792fdb60e5ac&ssk=botmanager_support@radware.com&ssm=20722395481069178132007437110130&ssn=c7b012ffa4929b847745ba16cefa234787f384205846-4f3e-4c18-8759d5&sso=5b82ad6e-514adf8302059e51e1c17b5b7702523ea93f9b7dae12a2fa&ssp=69570085941778811206177889004537427&ssq=30628666355484800494663553683683653463903&ssr=MTgyLjY5LjE3Ni4xMA==&sst=ALD%20corpus%20builder%20(mailto:dabeetkd24@iitk.ac.in)&ssu=&ssv=&ssw=&ssx=eyJ1em14IjoiN2Y5MDAwMzBkOTJkZmYtYTM0NC00MTMyLThlYjAtMmJkNzVkNGQ4ZTRjMS0xNzc4ODYzNTUzNzgwMTE2MC04NzdmY2IzMTJhMGZhMjQ0MTMiLCJfX3V6bWYiOiI3ZjkwMDA4NDIwNTg0Ni00ZjNlLTRjMTgtOGQ2ZS01MTRhZGY4MzAyMDUxLTE3Nzg4NjM1NTM3ODAxMTYwLTAwMzlmOTAyNjA3NWY2OTY5NzkxMyIsInJkIjoiaW9wLm9yZyJ9,0,200.0,no PDF link found on OA page
10.1088/1361-6528/ad2e48,unpaywall_oa_0468.pdf,downloaded,green,repository,https://biblio.ugent.be/publication/01HZ46JF50FATWV5XYRDWJ4TGY/file/01JJPDED8Z9G351T92HRVHFRVC.pdf,https://backoffice.biblio.ugent.be/download/01HZ46JF50FATWV5XYRDWJ4TGY/01JJPDED8Z9G351T92HRVHFRVC,1071144,200.0,
10.1088/1361-6528/ad3740,,failed,hybrid,publisher,https://doi.org/10.1088/1361-6528/ad3740,https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=d405aae9-fae2-4e21-b39a-fb4e11cb837a&ssb=19633297292&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6528%2Fad3740&ssi=3b853195-cnvj-45a3-bbbb-63965049f196&ssk=botmanager_support@radware.com&ssm=62604976183941702139303549256287&ssn=77ec4fe19dae6efaaac92484eb408d6809392bbc9971-0d6d-45a2-b281fb&sso=311f1d7d-587c4fa3be76abe734f5da401fec63cf8ec416719711582c&ssp=69160589091778854952177883420385770&ssq=46817076355743254447263556389600808187217&ssr=MTgyLjY5LjE3Ni4xMA==&sst=ALD%20corpus%20builder%20(mailto:dabeetkd24@iitk.ac.in)&ssu=&ssv=&ssw=&ssx=eyJ1em14IjoiN2Y5MDAwMWI3NDY3NTktNGFjNi00YWEzLWI1NjYtNjczZGUzN2EzOTRiMS0xNzc4ODYzNTU2MTU4MTQwMi1lY2NlMmM0ZGVkNmIxYTE3MTMiLCJfX3V6bWYiOiI3ZjkwMDAyYmJjOTk3MS0wZDZkLTQ1YTItYmQ3ZC01ODdjNGZhM2JlNzYxLTE3Nzg4NjM1NTYxNTgxNDAyLTAwM2EyNzdiOTRjM2NhNDI1MTMxMyIsInJkIjoiaW9wLm9yZyJ9,0,200.0,no PDF link found on OA page
10.1088/1361-6528/ad3743,,failed,hybrid,publisher,https://iopscience.iop.org/article/10.1088/1361-6528/ad3743/pdf,https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=79235cef-9847-4257-9977-926fe57bc13d&ssb=19633297292&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6528%2Fad3743%2Fpdf&ssi=283ca267-cnvj-45b9-92fe-ba597d983faf&ssk=botmanager_support@radware.com&ssm=62604976183941702139303549256287&ssn=77ec4fe1ad0978ba6b2752269b218d680939478edb9f-f673-488d-9281fb&sso=311f11e2-ffa7fdba654aabe734f50b4573fddaeb124c182a9711582c&ssp=69160589091778854952177883420385770&ssq=46817076355743254447263556389600808187217&ssr=MTgyLjY5LjE3Ni4xMA==&sst=ALD%20corpus%20builder%20(mailto:dabeetkd24@iitk.ac.in)&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJ1em14IjoiN2Y5MDAwMjBiYzdkZGItNDJmMS00YmUyLWFlNTktNGM5OGNhOGI3M2UzMS0xNzc4ODYzNTU2NjcyMTIzMi0wMjY5Y2Y0YTU4ZWI2Yzg3MTMiLCJfX3V6bWYiOiI3ZjkwMDA0NzhlZGI5Zi1mNjczLTQ4OGQtOTFlMi1mZmE3ZmRiYTY1NGExLTE3Nzg4NjM1NTY2NzIxMjMyLTAwMzhjZTRhODI4YWI1MzQxYWYxMyJ9,0,200.0,no PDF link found on OA page
10.1088/1361-6528/ad5afd,unpaywall_oa_0472.pdf,downloaded,hybrid,publisher,https://hal.science/hal-04654757/document,https://hal.science/hal-04654757/document,1832998,200.0,alt_location:repository:url_for_pdf
10.1088/1361-6528/ad644f,,failed,hybrid,publisher,https://iopscience.iop.org/article/10.1088/1361-6528/ad644f/pdf,https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=cc4a4bf5-706c-48fa-9d6c-14f9cc37987e&ssb=73527297417&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6528%2Fad644f%2Fpdf&ssi=d82d3951-cnvj-4f8e-b4fd-7ff48810be3c&ssk=botmanager_support@radware.com&ssm=49812607657654132134631890022555&ssn=8ab9dde41529e7838a863c23904c693cea0673a2761d-6f1d-4917-ba6d75&sso=2244805a-b43c62741e3607e326d65fd6b12017afcc735ed93dc31cd9&ssp=76245713491778824576177884539288985&ssq=70608606356007980083363559367782495543075&ssr=MTgyLjY5LjE3Ni4xMA==&sst=ALD%20corpus%20builder%20(mailto:dabeetkd24@iitk.ac.in)&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJfX3V6bWYiOiI3ZjkwMDA3M2EyNzYxZC02ZjFkLTQ5MTctYjA1YS1iNDNjNjI3NDFlMzYxLTE3Nzg4NjM1NTkyNzAxMjYzLTAwMzJlNGZlYmNiNzc3Mjg1YTkxMyIsInV6bXgiOiI3ZjkwMDAyNjBhYzUzZC04NmNkLTRiODAtYWU1Ni1mNGExZTU1YTgzZDcxLTE3Nzg4NjM1NTkyNzAxMjYzLTAyNDM5MzY5NjZlZTMwNGMxMyJ9,0,200.0,no PDF link found on OA page
10.1088/1361-6528/ad8163,,failed,hybrid,publisher,https://doi.org/10.1088/1361-6528/ad8163,https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=504d5e8b-7d13-4ec4-8231-47275495a2ca&ssb=02199218591&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6528%2Fad8163&ssi=c4cb0305-cnvj-4bdc-a15d-112b90b1dd85&ssk=botmanager_support@radware.com&ssm=76682310785153045130145714514322&ssn=9c51b333098eca3139392b6ab622f2e251178a908bbf-cd93-4237-81df87&sso=c246f966-c01bb8099e5767d03fdc6bdb6692f953f22bc0d3a7f2541f&ssp=02844008951778849122177885077298521&ssq=70776176356100714935063560434469396568434&ssr=MTgyLjY5LjE3Ni4xMA==&sst=ALD%20corpus%20builder%20(mailto:dabeetkd24@iitk.ac.in)&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjkwMDA4YTkwOGJiZi1jZDkzLTQyMzctODk2Ni1jMDFiYjgwOTllNTcxLTE3Nzg4NjM1NjAwNDkxNDQ0LTAwMzZlYzhiMzU3MDM3YTc0N2ExMyIsInJkIjoiaW9wLm9yZyIsInV6bXgiOiI3ZjkwMDA2NzYxMDUwYS1lNWY4LTRjZGQtYmE4ZC1lODY1ODE2YTA2YzkxLTE3Nzg4NjM1NjAwNDkxNDQ0LTFiMGVhYmMwODQzMjdkOTYxMyJ9,0,200.0,no PDF link found on OA page
10.1088/1367-2630/ad0c83,,failed,gold,publisher,http://dx.doi.org/10.1088/1367-2630/ad0c83,https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=4f01ca41-e63a-4a3d-a57b-13ab73d9761d&ssb=02199218591&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1367-2630%2Fad0c83&ssi=57d3b687-cnvj-4f29-8b4e-1a9a3d31c5d5&ssk=botmanager_support@radware.com&ssm=76682310785153045130145714514322&ssn=9c51b333da47a9dba8571e42e72df2e25117040662ce-17ca-493e-b1df87&sso=c246ffcf-239a80324d2967d03fdceb59de593ce955729bb8a7f2541f&ssp=02844008951778849122177885077298521&ssq=70776176356100714935063560434469396568434&ssr=MTgyLjY5LjE3Ni4xMA==&sst=ALD%20corpus%20builder%20(mailto:dabeetkd24@iitk.ac.in)&ssu=&ssv=&ssw=&ssx=eyJ1em14IjoiN2Y5MDAwYTAwODBhMzktZDI5Yi00MDZkLTk1ZGItMDkzOWYxNTg0MjllMS0xNzc4ODYzNTYwMzE1MTM2OC02ZDliM2QwOTMzN2IyZWFjMTMiLCJfX3V6bWYiOiI3ZjkwMDAwNDA2NjJjZS0xN2NhLTQ5M2UtYmZjZi0yMzlhODAzMjRkMjkxLTE3Nzg4NjM1NjAzMTUxMzY4LTAwMzcxOWY3ODgxYjZjNDVlMDIxMyIsInJkIjoiaW9wLm9yZyJ9,0,200.0,no PDF link found on OA page
